"seller_id","seller_city","seller_state","seller_revenue"
"0c8380b62e38e8a1e6adbeba7eb9688c","tres coracoes","MG","17228.99"
"54a1852d1b8f10312c55e906355666ee","santa barbara d'oeste","SP","17056.46"
"abe42c5d03695b4257b5c6cbf4e6784e","rio de janeiro","RJ","17000.00"
"76d64c4aca3a7baf218bf93ef7fa768d","curitiba","PR","16911.80"
"c3acdfac4e3e97ff87529454fbc03642","sao paulo","SP","16788.00"
"8ae520247981aa06bc94abddf5f46d34","navegantes","SC","16320.99"
"41b39e28db005d9731d9d485a83b4c38","santo andre","SP","16306.75"
"4a3ccda38b2129705f3fb522db62ca31","marilia","SP","16169.09"
"ef0ace09169ac090589d85746e3e036f","sao goncalo","RJ","16105.40"
"1f1bb1f0859883505541bdd6606193e5","sao paulo","SP","16040.84"
"7aa4334be125fcdd2ba64b3180029f14","laranjal paulista","SP","16012.95"
"fa40cc5b934574b62717c68f3d678b6d","sao paulo","SP","15900.48"
"86ccac0b835037332a596a33b6949ee1","blumenau","SC","15894.34"
"4b9750c8ad28220fe6702d4ecb7c898f","limeira","SP","15815.40"
"d921b68bf747894be13a97ae52b0f386","formiga","MG","15645.80"
"6061155addc1e54b4cfb51c1c2a32ad8","campinas","SP","15633.40"
"0adac9fbd9a2b63cccaac4f8756c1ca8","louveira","SP","15557.60"
"2a5b78b41cd05baeac8df54c6606b92c","formiga","MG","15554.28"
"c33847515fa6305ce6feb1e818569f13","brusque","SC","15519.85"
"229c3efbfb0ea2058de4ccdfbc3d784a","belo horizonte","MG","15479.00"
"e5a38146df062edaf55c38afa99e42dc","sao paulo","SP","15270.89"
"c847e075301870dd144a116762eaff9a","uberaba","MG","15248.80"
"85d9eb9ddc5d00ca9336a2219c97bb13","belo horizonte","MG","15107.24"
"213b25e6f54661939f11710a6fddb871","salto","SP","15105.95"
"f9244d45189d3a3605499abddeade7d5","sao paulo","SP","15081.44"
"e2a1ac9bf33e5549a2a4f834e70df2f8","sao paulo","SP","14999.45"
"2a84855fd20af891be03bc5924d2b453","belo horizonte","MG","14989.00"
"01fdefa7697d26ad920e9e0346d4bd1b","londrina","PR","14802.53"
"79ebd9a61bac3eaf882805ed4ecfa12a","cascavel","PR","14783.09"
"080199a181c46c657dc5aa235411be3b","osasco","SP","14504.20"
"4c2b230173bb36f9b240f2b8ac11786e","sao paulo","SP","14474.57"
"a5cba26a62b8b4d0145b68b841e62e7f","campo mourao","PR","14438.84"
"1b4c3a6f53068f0b6944d2d005c9fc89","sao ludgero","SC","14420.50"
"5cf13accae3222c70a9cac40818ae839","patos de minas","MG","14293.30"
"66922902710d126a0e7d26b0e3805106","belo horizonte","MG","14267.30"
"8e6d7754bc7e0f22c96d255ebda59eba","sao jose dos campos","SP","14107.38"
"aba1721a889e04decc910aa13b768ef4","sao paulo","SP","14103.30"
"f08a5b9dd6767129688d001acafc21e5","porto alegre","RS","14069.63"
"c6bda72e4dbf5c5866b13cb1810c6d03","sao paulo","SP","14059.38"
"2e90cb1677d35cfe24eef47d441b7c87","sao paulo","SP","13894.71"
"3b15288545f8928d3e65a8f949a28291","ibitinga","SP","13764.82"
"b8bc237ba3788b23da09c0f1f3a3288c","itajai","SC","13685.71"
"d94a40fd42351c259927028d163af842","baependi","MG","13674.80"
"a6bd7d1ccdac48c6b33b28596b7eb122","mamanguape","PB","13669.11"
"610f72e407cdd7caaa2f8167b0163fd8","sao paulo","SP","13585.16"
"ce248b21cb2adc36282ede306b7660e5","jaragua do sul","SC","13560.19"
"6039e27294dc75811c0d8a39069f52c0","osasco","SP","13500.80"
"6d66611d7c44cc30ce351abc49a68421","sao paulo","SP","13428.60"
"34d1ca11b242c0fee2c834ae8d788566","congonhas","MG","13422.24"
"289cdb325fb7e7f891c38608bf9e0962","belo horizonte","SP","13410.55"
"a3e9a2c700480d9bb01fba070ba80a0e","ibitinga","SP","13371.80"
"a673821011d0cec28146ea42f5ab767f","sao paulo","SP","13366.00"
"240b9776d844d37535668549a396af32","niteroi","RJ","13332.09"
"1f9ab4708f3056ede07124aad39a2554","tupa","SP","13312.93"
"8cc6a0e5738e61a87b03c78b2ba9db4b","andradas","MG","13272.70"
"d05ae8f7a5bd1d2a690a44cd079e4e27","rio de janeiro","RJ","13244.00"
"0b35c634521043bf4b47e21547b99ab5","teixeira soares","PR","13235.65"
"669ae81880e08f269a64487cfb287169","rio do sul","SC","13133.87"
"05f51e13da97139648b8125c31e5f51b","belo horizonte","MG","13100.31"
"440dd6ab244315c632130ecfb63827b1","votuporanga","SP","13089.00"
"d50d79cb34e38265a8649c383dcffd48","sao paulo","SP","13012.42"
"c31eff8334d6b3047ed34bebd4d62c36","salto","SP","12991.61"
"431af27f296bc6519d890aa5a05fdb11","ribeirao preto","SP","12974.60"
"6edacfd9f9074789dad6d62ba7950b9c","guarulhos","SP","12966.40"
"9e6229250fedbe05838fef417b74e7fb","mirandopolis","SP","12962.30"
"039e6ad9dae79614493083e241147386","sao paulo","SP","12925.00"
"e24fc9fcd865784fb25705606fe3dfe7","braganca paulista","SP","12768.00"
"ed4acab38528488b65a9a9c603ff024a","sao paulo","SP","12759.45"
"00fc707aaaad2d31347cf883cd2dfe10","maringa","PR","12684.90"
"530ec6109d11eaaf87999465c6afee01","cascavel","PR","12682.11"
"75d34ebb1bd0bd7dde40dd507b8169c3","salvador","BA","12656.33"
"99eaacc9e6046db1c82b163c5f84869f","franca","SP","12642.28"
"b372ee768ed69e46ca8cdbd267aa7a38","sao jose do rio preto","SP","12630.00"
"cfb1a033743668a192316f3c6d1d2671","votorantim","SP","12609.54"
"1ca7077d890b907f89be8c954a02686a","santana de parnaiba","SP","12474.64"
"ad97a199236354e53fcd91a5a913e9a2","brusque","SC","12446.85"
"ac3508719a1d8f5b7614b798f70af136","canoas","RS","12446.14"
"2b1a40c1daabc6ca280c4b815c101841","divinopolis","MG","12342.60"
"d6b1ce66b035a475f00c017792ff9769","salto","SP","12277.40"
"fbc14c0cf93505ef89f64665ffa4a7b5","serrana","SP","12227.82"
"6e386f64c84e482f0b9abf960797ee1b","sao paulo","SP","12209.30"
"056b4ada5bbc2c50cc7842547dda6b51","queimados","RJ","12203.40"
"c66dccfb3f109511246da627dd5a2498","registro","SP","12182.55"
"2e1c9f22be269ef4643f826c9e650a52","sao paulo","SP","12170.24"
"c8b0e2b0a7095e5d8219575d5e7e1181","itaquaquecetuba","SP","12170.21"
"66e0557ecc2b4dbea057e93f215f68d8","sao paulo","SP","12141.00"
"87b740daf17b5d1be335a64164ec6842","suzano","SP","12099.89"
"2138ccb85b11a4ec1e37afbd1c8eda1f","sao paulo","SP","12089.22"
"7202e2ba20579a9bd1acb29e61fe71f6","franca","SP","12085.70"
"70c27847eca8195c983ed7e798c56743","rio de janeiro","RJ","12077.52"
"ff063b022a9a0aab91bad2c9088760b7","santo andre","SP","12076.50"
"a7f13822ceb966b076af67121f87b063","itaquaquecetuba","SP","12017.69"
"8b8cfc8305aa441e4239358c9f6f2485","londrina","PR","11892.00"
"701938c450705b8ae65fc923b70f35c7","s jose do rio preto","SP","11879.29"
"7901646fdd36a55f564ffaf2dbccaaf7","rio de janeiro","RJ","11857.08"
"09f952a5f58d2285b0372551ae8f9b01","sao bernardo do campo","SP","11821.50"
"48436dade18ac8b2bce089ec2a041202","volta redonda","SP","11821.11"
"adbc26658d6c7b4b6219f9d934598091","curitiba","PR","11806.40"
"72c5da29406b4234927b81855e7b64f6","guarulhos","SP","11798.69"
"128639473a139ac0f3e5f5ade55873a5","maringa","PR","11795.85"
"ce7d1888639e6fb06b2749cbfdac1ff7","baependi","MG","11793.89"
"e8b3a3a38279a82f0e5d006d5e5b7d2c","jussara","PR","11762.40"
"bba3293d6f5d5af2f415e004e8b93ae3","sao paulo","SP","11702.10"
"e26901d5ab434ce92fd9b5c256820a4e","maua","SP","11601.50"
"25e6ffe976bd75618accfe16cefcbd0d","sao paulo","SP","11552.62"
"c4d51195486dc781531876a7d00453d8","presidente prudente","SP","11468.98"
"d1b65fc7debc3361ea86b5f14c68d2e2","mogi guacu","SP","11413.17"
"b4f8921fcc4ff77b66bea6dda43dcd51","caxias do sul","RS","11395.05"
"0be8ff43f22e456b4e0371b2245e4d01","sao paulo","SP","11336.00"
"c60b801f2d52c7f7f91de00870882a75","guarulhos","SP","11296.50"
"5d378b73ab7dd6f0418d743e5dcb0bd1","sao paulo","SP","11254.00"
"1d8dbc4f32378d715c717c1c1fc57bae","arapongas","PR","11205.99"
"6cd68b3ed6d59aaa9fece558ad360c0a","belo horizonte","MG","11188.57"
"cab85505710c7cb9b720bceb52b01cee","sao paulo","SP","11124.60"
"80e6699fe29150b372a0c8a1ebf7dcc8","pinhais","PR","11119.66"
"ccb83a794700270fde70898fe9ff368b","sombrio","SC","11062.00"
"5a8e7d5003a1f221f9e1d6e411de7c23","campinas","SP","11042.10"
"8d956fec2e4337affcb520f56fd8cbfd","sao bernardo do campo","SP","10988.20"
"95e03ca3d4146e4011985981aeb959b9","rio de janeiro","RJ","10865.16"
"7ea5bfa6c340f58f8e71fc1f0412b0d6","belo horizonte","MG","10838.41"
"813348c996469b40f2e028d5429d3495","jundiai","SP","10813.53"
"82e0a475a88cc9595229d8029273f045","sao paulo","SP","10748.02"
"23d7c96d4a1160db1c726b248601b25a","capivari","SP","10658.24"
"c9c7905cffc4ef9ff9f113554423e671","itapecerica da serra","SP","10657.18"
"dd2bdf855a9172734fbc3744021ae9b9","belo horizonte","MG","10607.00"
"0ea22c1cfbdc755f86b9b54b39c16043","sete lagoas","MG","10592.10"
"c864036feaab8c1659f65ea4faebe1da","campo largo","PR","10454.20"
"6973a06f484aacf400ece213dbf3d946","sao jose dos campos","SP","10418.72"
"54965bbe3e4f07ae045b90b0b8541f52","foz do iguacu","PR","10351.70"
"ea566164622c6b439516ab18062c42cd","sao  paulo","SP","10309.42"
"33a6f4b1e7cdc205511e76ba1b6e0186","guarulhos","SP","10295.01"
"f262cbc1c910c83959f849465454ddd3","sao paulo","SP","10199.86"
"1c5e4e49b9079480255b49d50aac1aa9","santos","SP","10173.11"
"b499c00f28f4b7069ff6550af8c1348a","limeira","SP","10162.18"
"c510bc1718f0f2961eaa42a23330681a","indaiatuba","SP","10141.00"
"9d5a9018aee56acb367ba9c3f05d1d6a","aparecida de goiania","GO","10119.98"
"7b1222c3624aa89b9558b50a2594188c","sao jose do rio preto","SP","10103.52"
"5882820ef11c4c068eea0677a7a879b4","caxias do sul","RS","9925.50"
"0df3984f9dfb3d49ac6366acbd3bbb85","betim","MG","9891.49"
"9d4db00d65d7760644ac0c14edb5fd86","sorocaba","SP","9845.71"
"06532f10282704ef4c69168b914b77be","paincandu","PR","9827.95"
"5343d0649eca2a983820bfe93fc4d17e","santo andre","SP","9819.02"
"f3b80352b986ab4d1057a4b724be19d0","brasilia","DF","9815.10"
"5058e8c1e82653974541e83690655b4a","itaquaquecetuba","SP","9812.83"
"bd23da7354813347129d751591d1a6e2","sao paulo","SP","9704.60"
"17ca9b9e9b9ef8fdb529001b49ebb50f","betim","MG","9649.86"
"e96498ed8daaa3e9c23f7a62da76591c","sao paulo","SP","9619.09"
"e7df4cd29ab5abab70fb0783ddb53987","sao paulo","SP","9608.70"
"cf8ab1616079e2793aa29d524df01bb1","sao paulo","SP","9594.00"
"b2ac621f0d0322434d04a12b078b9369","curitiba","PR","9575.50"
"ef506c96320abeedfb894c34db06f478","sao paulo","SP","9556.50"
"1c129092bf23f28a5930387c980c0dfc","sao paulo","SP","9528.62"
"4830e40640734fc1c52cd21127c341d4","sao paulo","SP","9490.50"
"3db66a856d18a9cba7c9241fc5221c50","ponte nova","MG","9478.30"
"ce27a3cc3c8cc1ea79d11e561e9bebb6","sao paulo","SP","9465.45"
"01cf7e3d21494c41fb86034f2e714fa1","francisco beltrao","PR","9439.56"
"a00824eb9093d40e589b940ec45c4eb0","bofete","SP","9399.97"
"3c487ae8f8d7542beff5788e2e0aea83","gama","DF","9385.70"
"31344c16881c08a8a72c6d2eb29918c1","uba","MG","9365.80"
"05feb94f19d094d4b0f9281f0b1d4c99","mogi das cruzes","SP","9353.00"
"aaed1309374718fdd995ee4c58c9dfcd","timbo","SC","9345.45"
"270297ead4c65a6cd2593960d2af6b21","sao paulo","SP","9344.40"
"81a1104df0f08b59c68aa5b03cfe398e","sao jose dos pinhais","PR","9320.98"
"7b07b3c7487f0ea825fc6df75abd658b","sao paulo","SP","9259.47"
"ca3bd7cd9f149df75950150d010fe4a2","sao paulo","SP","9253.47"
"aafe36600ce604f205b86b5084d3d767","sao jose","SC","9251.40"
"d71d863e5ef30d94e440c11be17dcd8f","osasco","SP","9246.90"
"7040e82f899a04d1b434b795a43b4617","sao paulo","SP","9213.70"
"cb8bcce248bb1fb274ba762d8b971456","santa rita do sapucai","MG","9152.40"
"dd7ddc04e1b6c2c614352b383efe2d36","sao paulo","SP","9148.61"
"6c12e40690c335dbc2f68a4134d30dc1","castro","PR","9139.20"
"0db783cfcd3b73998abc6e10e59a102f","santos","SP","9077.40"
"06df0c10d34e459d9672bc77388742eb","maringa","PR","9070.00"
"048c2757535328e0d7dac690ad3c0aae","franca","SP","9065.08"
"5b8154610ebb21fb90eb587365e673df","sao jose dos campos","SP","9048.05"
"624f4ece8da4aafb77699233d480f8ef","sao paulo","SP","9046.00"
"4e7c18b98d84e05cbae3ff0ff03846c2","jaboticabal","SP","9038.90"
"8b28d096634035667e8263d57ba3368c","sao jose dos campos","SP","9025.30"
"403aa86912527d730337ffcb0fb096ab","belo horizonte","MG","8959.89"
"066a6914e1ebf3ea95a216c73a986b91","foz do iguacu","PR","8956.38"
"f27e33c6d29b5138fa9967bcd445b6d5","sao paulo","SP","8888.30"
"32b8764b4ef628b53608fc34011fcc13","lages","SC","8884.00"
"5f2684dab12e59f83bef73ae57724e45","sao paulo","SP","8870.97"
"d03698c2efd04a549382afa6623e27fb","ilheus","BA","8865.47"
"f80edd2c5aaa505cc4b0a3b219abf4b8","sao paulo","SP","8855.50"
"8e8a7ce9f2f970dc00e2acf6f6e199f6","sao goncalo","RJ","8821.00"
"af4a0e4cfe1d9c26b6712b1be25a72e5","mateus leme","MG","8757.98"
"9b013e03b2ab786505a1d3b5c0756754","vicente de carvalho","SP","8714.55"
"6d803cb79cc31c41c4c789a75933b3c7","sao joaquim da barra","SP","8711.40"
"1da3aeb70d7989d1e6d9b0e887f97c23","sao paulo","SP","8691.56"
"b1a81260566c1bac3114a6d124413f27","carazinho","RS","8684.69"
"562fc2f2c2863ab7e79a9e4388a58a14","campinas","SP","8659.25"
"a49928bcdf77c55c6d6e05e09a9b4ca5","sao paulo","SP","8646.90"
"17306570e772e7718c92a562d33f5f1d","bariri","SP","8640.00"
"fffd5413c0700ac820c7069d66d98c89","amparo","SP","8535.00"
"6c7d50c24b3ccd2fd83b44d8bb34e073","presidente prudente","SP","8445.96"
"259f7b5e6e482c230e5bfaa670b6bb8f","poa","SP","8393.14"
"054694fa03fe82cec4b7551487331d74","itajobi","SP","8286.10"
"db2956745b3a8e9f3785c99f34b5d25e","sao sebastiao","SP","8261.00"
"b92e3c8f9738272ff7c59e111e108d7c","uba","MG","8231.09"
"cbd996ad3c1b7dc71fd0e5f5df9087e2","sao jose do rio preto","SP","8217.50"
"397c4d0c005b6f41f90098ac724e28cb","santo andre","SP","8177.00"
"4371b634e0efc0e22b09b52907d9d469","sao paulo","SP","8168.00"
"67883baaae6134ee81b271a542613728","sao paulo","SP","8167.90"
"86bb7c4b535e49a541baf3266b1c95b1","franca","SP","8162.40"
"fdb9095204a334cd8872252ffec6f2db","sao paulo","SP","8156.00"
"52d76513f0c4d97f3b99570e2c94ee31","novo hamburgo","RS","8153.10"
"33a17d60c64393351ebf1ef860f4e0f2","porto alegre","RS","8152.48"
"93dc87703c046b603023e75222018b45","belo horizonte","MG","8149.35"
"784ba75dd9d20200c4caed3d7a77141a","sao paulo","SP","8142.33"
"4bfc7a4a1cf8d4d2121c27422d9e50b5","sao paulo","SP","8124.40"
"8fb791022c1fc8909664f48ab7dc636d","sao paulo","SP","8119.95"
"7d456afc660226829370f3173d14520c","mogi das cruzes","SP","8118.25"
"6c177e38df6d3f34182b1f1d427231bf","curitiba","PR","8112.89"
"6bd69102ab48df500790a8cecfc285c2","sao paulo","SP","8070.00"
"fcb5ace8bcc92f75707dc0f01a27d269","guarulhos","SP","8009.35"
"b1fc4f64df5a0e8b6913ab38803c57a9","sao goncalo","RJ","7994.74"
"903037660cf848a717166eb7a06d616e","sao paulo","SP","7935.18"
"5656537e588803a555b8eb41f07a944b","brasilia","DF","7931.26"
"3078096983cf766a32a06257648502d1","scao jose do rio pardo","SP","7910.84"
"972d0f9cf61b499a4812cf0bfa3ad3c4","brusque","SC","7910.42"
"750303a20e9c56b2a6bc45cdce0b897d","goiania","GO","7876.00"
"bbf9ad41dca6603e614efcdad7aab8c4","fortaleza","CE","7846.00"
